2010/11/04,JTom,Meeting,1
2010/11/04,JTom,CUCM8.5 GUI,7
2010/11/05,JTom,CUCM8.5 GUI,7.5
2010/11/08,JTom,CUCM8.5 GUI,8.5
2010/11/09,JTom,CUCM8.5 GUI,8
2010/11/10,JTom,CUCM8.5 GUI,7
2010/11/24,JTom,SBTG-SS8 GUI,3
2010/11/24,JTom,SBTG-SS8 BAT,5
2010/12/09,JTom,Meeting,2
2010/12/09,JTom,CUCM8.5-R2 Follow,6
2010/12/10,JTom,CUCM8.5-R2 Follow,8.5
2010/12/13,JTom,CUCM8.5-R2 Follow,8
2010/12/16,JTom,Meeting,1
2010/12/16,JTom,SBTG-NAS GUI,5
2010/12/16,JTom,SBTG-NAS BAT,1
2010/12/22,JTom,Meeting,1
2010/12/22,JTom,CUPS8.5 GUI,5.5
2010/12/22,JTom,CUPS8.5 BAT,1
2010/12/24,JTom,CUPS8.5 GUI,6
2010/12/24,JTom,CUPS8.5 BAT,2
2010/12/27,JTom,CUPS8.5 GUI,5
2010/12/27,JTom,CUPS8.5 BAT,3.5
2010/12/28,JTom,CUPS8.5 GUI,3.5
2010/12/28,JTom,CUPS8.5 BAT,5
2010/03/23,khay,Others,3.5
2010/03/23,khay,CUCM8.0 GUI,4.5
2010/03/24,khay,CUCM8.0 GUI,8
2010/03/25,khay,Meeting,1
2010/03/25,khay,CUCM8.0 GUI,3
2010/03/25,khay,CUCM8.0 BAT,5.5
2010/03/26,khay,Meeting,0.5
2010/03/26,khay,CUCM8.0 BAT,9
2010/03/29,khay,Meeting,0.5
2010/03/29,khay,CUCM8.0 GUI,3.5
2010/03/29,khay,CUCM8.0 BAT,5.5
2010/03/30,khay,Others,1
2010/03/30,khay,CUCM8.0 BAT,8.5
2010/03/31,khay,Others,8.5
2010/04/01,khay,Meeting,1
2010/04/01,khay,CUCM7.1.5 Regress,7
2010/04/02,khay,Meeting,1
2010/04/02,khay,CUCM7.1.5 Regress,2
2010/04/02,khay,CUCIMOC8.0 Setup,4.5
2010/04/05,khay,Meeting,0.5
2010/04/05,khay,CUCM7.1.5 Regress,1
2010/04/05,khay,CUCIMOC8.0 Setup,7
